CUSTOMER_ACCOUNT_NR_MASK,Baseline,RandomForest,GENDER,FAMILY_MEMBERS,SEG_LIFESTYLE_CD,SEG_LIFESTAGE_CD
102752599.0,0.0,0.0,F,"(3, 8)",1,5
102809096.0,0.47368421052631576,0.5230769230769231,M,"(3, 8)",3,5
102941524.0,0.4210526315789474,0.5172413793103448,M,"(3, 8)",2,5
102967863.0,0.1,0.27777777777777773,F,"(3, 8)",1,5
103130132.0,0.711864406779661,0.6170212765957447,F,"(3, 8)",2,4
103133585.0,0.6037735849056604,0.525,M,"(1, 2)",1,5
103134579.0,0.49275362318840576,0.5454545454545455,F,"(1, 2)",1,4
103454720.0,0.44897959183673475,0.5070422535211269,F,"(3, 8)",1,5
103497762.0,0.5,0.5301204819277109,F,"(1, 2)",1,5
104564558.0,0.48,0.41379310344827586,F,"(1, 2)",1,4
104665451.0,0.42857142857142855,0.34374999999999994,M,"(3, 8)",2,4
107680813.0,0.4210526315789474,0.2745098039215686,F,"(3, 8)",1,5
108200318.0,0.6769230769230768,0.6444444444444445,M,"(3, 8)",1,5
108243612.0,0.0,0.0,F,"(3, 8)",1,5
110708204.0,0.35294117647058826,0.2727272727272727,M,"(1, 2)",1,5
112467482.0,0.4444444444444445,0.3278688524590164,M,"(1, 2)",1,4
125228790.0,0.125,0.13333333333333333,M,"(3, 8)",1,5
128398028.0,0.0,0.0,F,"(1, 2)",3,4
129693269.0,0.14285714285714285,0.761904761904762,F,"(3, 8)",2,5
130366108.0,0.30303030303030304,0.5365853658536585,M,"(3, 8)",1,4
